영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
백산 - 의령에서 발해까지,2025-02-05,2025-08-21,2087,10470,42,55,9
스머프,2025-08-06,2025-08-21,1700,164398,204,216,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-22,517922,543884,2298,8510,1
좀비딸,2025-07-30,2025-08-22,48263,4779599,888,2353,2
F1 더 무비,2025-06-25,2025-08-22,27337,4381466,602,1213,3
악마가 이사왔다,2025-08-13,2025-08-22,8380,342157,531,745,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-22,8285,151205,261,363,5
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-22,4318,7376,336,442,6
어글리 시스터,2025-08-20,2025-08-22,2531,10743,153,209,7
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-22,2018,26296,149,168,8
스머프,2025-08-06,2025-08-22,1904,166302,118,120,9
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-22,1886,216604,61,65,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-23,606257,1150141,2279,8840,1
좀비딸,2025-07-30,2025-08-23,116869,4896468,897,2438,2
F1 더 무비,2025-06-25,2025-08-23,64044,4445510,625,1286,3
악마가 이사왔다,2025-08-13,2025-08-23,19304,361461,525,744,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-23,18908,170113,288,420,5
킹 오브 킹스,2025-07-16,2025-08-23,8748,1266129,268,289,6
스머프,2025-08-06,2025-08-23,5327,171629,260,285,7
배드 가이즈 2,2025-07-30,2025-08-23,5072,382385,202,224,8
어글리 시스터,2025-08-20,2025-08-23,4058,14801,155,200,9
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-23,3829,11205,298,351,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-24,498936,1649077,2237,8413,1
좀비딸,2025-07-30,2025-08-24,107084,5003552,912,2352,2
F1 더 무비,2025-06-25,2025-08-24,59898,4505408,630,1275,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-24,18460,188573,289,427,4
악마가 이사왔다,2025-08-13,2025-08-24,17146,378607,508,715,5
킹 오브 킹스,2025-07-16,2025-08-24,11993,1278122,288,314,6
배드 가이즈 2,2025-07-30,2025-08-24,5383,387768,204,224,7
스머프,2025-08-06,2025-08-24,5242,176871,250,266,8
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-24,2852,14057,269,311,9
어글리 시스터,2025-08-20,2025-08-24,2667,17468,139,176,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-25,215368,1864445,2011,7013,1
좀비딸,2025-07-30,2025-08-25,28928,5032480,777,2210,2
F1 더 무비,2025-06-25,2025-08-25,20195,4525603,623,1369,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-25,6675,195248,305,458,4
악마가 이사왔다,2025-08-13,2025-08-25,5390,383997,479,661,5
어글리 시스터,2025-08-20,2025-08-25,1493,18961,156,208,6
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-25,1266,15323,239,292,7
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-25,1243,32828,139,170,8
발레리나,2025-08-06,2025-08-25,1024,315120,110,135,9
킹 오브 킹스,2025-07-16,2025-08-25,1004,1279126,160,168,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-26,152305,2016750,2014,6942,1
좀비딸,2025-07-30,2025-08-26,27583,5060063,820,2284,2
F1 더 무비,2025-06-25,2025-08-26,19280,4544883,639,1390,3
악마가 이사왔다,2025-08-13,2025-08-26,6165,390162,498,684,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-26,6089,201337,299,451,5
어글리 시스터,2025-08-20,2025-08-26,1453,20414,152,206,6
발레리나,2025-08-06,2025-08-26,1317,316437,122,153,7
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-26,1292,16615,262,309,8
킹 오브 킹스,2025-07-16,2025-08-26,1191,1280317,161,169,9
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-26,1170,33998,146,174,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-27,217627,2234377,2155,6877,1
좀비딸,2025-07-30,2025-08-27,57529,5117592,865,2092,2
F1 더 무비,2025-06-25,2025-08-27,43315,4588198,742,1319,3
노바디2,2025-08-27,2025-08-27,17097,21121,331,945,4
첫사랑 엔딩,2025-08-27,2025-08-27,15615,15615,489,717,5
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-27,8226,209563,277,367,6
악마가 이사왔다,2025-08-13,2025-08-27,7109,397271,363,446,7
프리키 프라이데이 2,2025-08-27,2025-08-27,6244,6941,416,601,8
그랑 메종 파리,2025-08-27,2025-08-27,3098,3404,135,217,9
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-27,2431,36429,95,100,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-28,118642,2353019,1935,6423,1
임영웅 [아임 히어로 2] 청음회,2025-08-28,2025-08-28,50068,50068,57,331,2
좀비딸,2025-07-30,2025-08-28,27948,5145540,815,2061,3
F1 더 무비,2025-06-25,2025-08-28,20559,4608757,713,1355,4
첫사랑 엔딩,2025-08-27,2025-08-28,8238,23853,485,721,5
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-28,4874,214437,283,391,6
노바디2,2025-08-27,2025-08-28,4290,25411,326,792,7
악마가 이사왔다,2025-08-13,2025-08-28,4187,401458,347,425,8
프리키 프라이데이 2,2025-08-27,2025-08-28,3244,10185,391,563,9
온리 갓 노우즈 에브리띵,2025-08-22,2025-08-28,1677,18861,194,203,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-29,164974,2517993,1969,6942,1
좀비딸,2025-07-30,2025-08-29,35788,5181328,814,2215,2
F1 더 무비,2025-06-25,2025-08-29,28938,4637695,743,1472,3
첫사랑 엔딩,2025-08-27,2025-08-29,8755,32608,494,724,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-29,7131,221568,308,430,5
노바디2,2025-08-27,2025-08-29,5032,30443,335,814,6
악마가 이사왔다,2025-08-13,2025-08-29,4564,406022,357,455,7
슈퍼소닉,2016-11-24,2025-08-29,3774,22980,124,216,8
프리키 프라이데이 2,2025-08-27,2025-08-29,3616,13801,391,555,9
그랑 메종 파리,2025-08-27,2025-08-29,1722,6676,119,210,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-30,350763,2868756,2018,7597,1
좀비딸,2025-07-30,2025-08-30,87155,5268483,823,2462,2
F1 더 무비,2025-06-25,2025-08-30,64041,4701736,749,1678,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-30,16039,237607,305,461,4
첫사랑 엔딩,2025-08-27,2025-08-30,15295,47903,457,640,5
노바디2,2025-08-27,2025-08-30,8519,38962,331,700,6
악마가 이사왔다,2025-08-13,2025-08-30,6118,412140,321,408,7
킹 오브 킹스,2025-07-16,2025-08-30,4980,1288168,168,179,8
프리키 프라이데이 2,2025-08-27,2025-08-30,4651,18452,366,477,9
스머프,2025-08-06,2025-08-30,2961,183027,154,158,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-31,284962,3153718,1995,7186,1
좀비딸,2025-07-30,2025-08-31,78593,5347076,824,2343,2
F1 더 무비,2025-06-25,2025-08-31,58648,4760384,761,1623,3
첫사랑 엔딩,2025-08-27,2025-08-31,16434,64337,458,628,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-31,12949,250556,303,445,5
킹 오브 킹스,2025-07-16,2025-08-31,7867,1296035,188,199,6
노바디2,2025-08-27,2025-08-31,7082,46044,321,636,7
악마가 이사왔다,2025-08-13,2025-08-31,5086,417226,315,386,8
프리키 프라이데이 2,2025-08-27,2025-08-31,4104,22556,368,476,9
스머프,2025-08-06,2025-08-31,3249,186276,144,149,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-01,88577,3242295,1729,5807,1
F1 더 무비,2025-06-25,2025-09-01,19327,4779711,730,1563,2
좀비딸,2025-07-30,2025-09-01,17756,5364832,666,2053,3
첫사랑 엔딩,2025-08-27,2025-09-01,5894,70231,440,647,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-01,3648,254204,268,394,5
노바디2,2025-08-27,2025-09-01,2657,48701,286,595,6
악마가 이사왔다,2025-08-13,2025-09-01,1939,419165,280,354,7
프리키 프라이데이 2,2025-08-27,2025-09-01,1828,24384,309,403,8
머티리얼리스트,2025-08-08,2025-09-01,1258,59640,70,89,9
백산 - 의령에서 발해까지,2025-02-05,2025-09-01,1247,20048,26,31,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-02,73984,3316279,1761,5784,1
F1 더 무비,2025-06-25,2025-09-02,18309,4798020,730,1553,2
좀비딸,2025-07-30,2025-09-02,16746,5381578,696,2039,3
첫사랑 엔딩,2025-08-27,2025-09-02,6616,76847,452,671,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-02,3114,257318,265,370,5
악마가 이사왔다,2025-08-13,2025-09-02,2939,422104,293,371,6
노바디2,2025-08-27,2025-09-02,2668,51369,300,595,7
프리키 프라이데이 2,2025-08-27,2025-09-02,2366,26750,342,444,8
온리 갓 노우즈 에브리띵,2025-08-22,2025-09-02,749,23176,63,66,9
모노노케 히메,2003-04-25,2025-09-02,624,1219,1,1,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-03,79539,3395818,1609,5027,1
컨저링: 마지막 의식,2025-09-03,2025-09-03,39581,39926,843,2219,2
F1 더 무비,2025-06-25,2025-09-03,14607,4812627,635,1337,3
좀비딸,2025-07-30,2025-09-03,14602,5396180,688,1804,4
투게더,2025-09-03,2025-09-03,7925,10504,251,646,5
첫사랑 엔딩,2025-08-27,2025-09-03,4071,80918,273,394,6
이티,1984-06-23,2025-09-03,2409,10448,117,189,7
살인자 리포트,2025-09-05,2025-09-03,1892,2790,10,10,8
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-03,1558,258876,162,207,9
악마가 이사왔다,2025-08-13,2025-09-03,1517,423621,120,149,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-04,62698,3458516,1582,4875,1
컨저링: 마지막 의식,2025-09-03,2025-09-04,28534,68460,837,2153,2
F1 더 무비,2025-06-25,2025-09-04,13230,4825857,644,1330,3
좀비딸,2025-07-30,2025-09-04,12987,5409167,676,1730,4
투게더,2025-09-03,2025-09-04,4515,15019,239,603,5
첫사랑 엔딩,2025-08-27,2025-09-04,3468,84386,271,386,6
악마가 이사왔다,2025-08-13,2025-09-04,1534,425155,88,109,7
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-04,1307,260183,156,188,8
노바디2,2025-08-27,2025-09-04,1200,53898,199,277,9
이티,1984-06-23,2025-09-04,1044,11492,110,174,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-05,100151,3558667,1486,4865,1
컨저링: 마지막 의식,2025-09-03,2025-09-05,38202,106662,839,1959,2
살인자 리포트,2025-09-05,2025-09-05,36081,38871,749,2647,3
F1 더 무비,2025-06-25,2025-09-05,17289,4843146,617,1194,4
좀비딸,2025-07-30,2025-09-05,15723,5424890,696,1486,5
첫사랑 엔딩,2025-08-27,2025-09-05,4764,89150,268,353,6
투게더,2025-09-03,2025-09-05,3646,18665,228,508,7
전력질주,2025-09-10,2025-09-05,1813,1813,5,7,8
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-05,1705,261888,143,173,9
악마가 이사왔다,2025-08-13,2025-09-05,1127,426282,74,87,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-06,219105,3777772,1576,5426,1
컨저링: 마지막 의식,2025-09-03,2025-09-06,72228,178890,917,2213,2
살인자 리포트,2025-09-05,2025-09-06,60626,99497,752,2561,3
F1 더 무비,2025-06-25,2025-09-06,38671,4881817,648,1344,4
좀비딸,2025-07-30,2025-09-06,38508,5463398,761,1716,5
첫사랑 엔딩,2025-08-27,2025-09-06,9976,99126,273,381,6
투게더,2025-09-03,2025-09-06,6046,24711,227,530,7
아기돼지 3형제: 도넛별 대모험,2025-09-04,2025-09-06,4613,8658,267,302,8
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-06,3688,265576,142,188,9
킹 오브 킹스,2025-07-16,2025-09-06,2531,1300533,86,89,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-07,179831,3957603,1541,5156,1
컨저링: 마지막 의식,2025-09-03,2025-09-07,54257,233147,900,2108,2
살인자 리포트,2025-09-05,2025-09-07,53247,152744,771,2441,3
좀비딸,2025-07-30,2025-09-07,33055,5496453,762,1639,4
F1 더 무비,2025-06-25,2025-09-07,31654,4913471,640,1286,5
첫사랑 엔딩,2025-08-27,2025-09-07,10512,109638,292,395,6
아기돼지 3형제: 도넛별 대모험,2025-09-04,2025-09-07,5166,13824,281,312,7
투게더,2025-09-03,2025-09-07,4323,29034,215,480,8
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-07,2953,268529,130,171,9
킹 오브 킹스,2025-07-16,2025-09-07,1993,1302526,85,88,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-08,54196,4011799,1352,4261,1
살인자 리포트,2025-09-05,2025-09-08,20685,173429,668,2191,2
컨저링: 마지막 의식,2025-09-03,2025-09-08,18404,251551,780,1796,3
F1 더 무비,2025-06-25,2025-09-08,10008,4923479,593,1186,4
좀비딸,2025-07-30,2025-09-08,7144,5503597,597,1242,5
첫사랑 엔딩,2025-08-27,2025-09-08,3001,112639,246,337,6
투게더,2025-09-03,2025-09-08,1734,30768,194,382,7
악마가 이사왔다,2025-08-13,2025-09-08,768,429431,58,68,8
3670,2025-09-03,2025-09-08,720,8272,62,82,9
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-09-08,693,269222,110,129,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-09,48732,4060531,1370,4223,1
살인자 리포트,2025-09-05,2025-09-09,21398,194827,691,2231,2
컨저링: 마지막 의식,2025-09-03,2025-09-09,15407,266958,777,1788,3
F1 더 무비,2025-06-25,2025-09-09,9733,4933212,612,1184,4
좀비딸,2025-07-30,2025-09-09,7944,5511541,615,1233,5
첫사랑 엔딩,2025-08-27,2025-09-09,2697,115336,262,351,6
투게더,2025-09-03,2025-09-09,2505,33273,196,394,7
3학년 2학기,2025-09-03,2025-09-09,1268,8207,74,85,8
3670,2025-09-03,2025-09-09,1040,9312,71,88,9
귀시,2025-09-17,2025-09-09,1017,1211,4,5,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-10,41176,4101707,1268,3809,1
살인자 리포트,2025-09-05,2025-09-10,18792,213619,741,1798,2
F1 더 무비,2025-06-25,2025-09-10,16125,4949337,634,1226,3
컨저링: 마지막 의식,2025-09-03,2025-09-10,14507,281465,700,1529,4
홈캠,2025-09-10,2025-09-10,13306,14709,260,894,5
모노노케 히메,2003-04-25,2025-09-10,9939,11158,26,114,6
좀비딸,2025-07-30,2025-09-10,9807,5521348,625,1062,7
건국전쟁2 ,2025-09-10,2025-09-10,3405,4154,379,693,8
전력질주,2025-09-10,2025-09-10,3229,5042,168,441,9
토이 스토리 ,1995-12-30,2025-09-10,2950,4282,54,95,10
얼굴,2025-09-11,2025-09-11,35018,35316,940,3368,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-11,33824,4135531,1073,3115,2
살인자 리포트,2025-09-05,2025-09-11,13595,227214,700,1336,3
F1 더 무비,2025-06-25,2025-09-11,11605,4960942,553,928,4
컨저링: 마지막 의식,2025-09-03,2025-09-11,11276,292741,601,1108,5
홈캠,2025-09-10,2025-09-11,7320,22029,245,723,6
좀비딸,2025-07-30,2025-09-11,6919,5528267,492,715,7
모노노케 히메,2003-04-25,2025-09-11,4864,16022,26,114,8
퍼펙트 블루,2004-05-26,2025-09-11,4319,4882,138,248,9
건국전쟁2 ,2025-09-10,2025-09-11,2548,6702,349,538,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-12,54177,4189708,1125,3407,1
얼굴,2025-09-11,2025-09-12,53287,88603,917,3329,2
F1 더 무비,2025-06-25,2025-09-12,18067,4979009,616,1056,3
컨저링: 마지막 의식,2025-09-03,2025-09-12,17146,309887,657,1277,4
살인자 리포트,2025-09-05,2025-09-12,17090,244304,777,1585,5
홈캠,2025-09-10,2025-09-12,8972,31001,275,774,6
좀비딸,2025-07-30,2025-09-12,8076,5536343,528,788,7
모노노케 히메,2003-04-25,2025-09-12,4483,20505,26,105,8
건국전쟁2 ,2025-09-10,2025-09-12,2610,9312,336,509,9
전력질주,2025-09-10,2025-09-12,2462,9175,139,360,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-13,156109,4345817,1270,4118,1
얼굴,2025-09-11,2025-09-13,120353,208956,915,3258,2
F1 더 무비,2025-06-25,2025-09-13,33615,5012624,676,1179,3
컨저링: 마지막 의식,2025-09-03,2025-09-13,32911,342798,708,1482,4
살인자 리포트,2025-09-05,2025-09-13,29868,274172,841,1861,5
좀비딸,2025-07-30,2025-09-13,20709,5557052,578,843,6
홈캠,2025-09-10,2025-09-13,17274,48275,279,801,7
모노노케 히메,2003-04-25,2025-09-13,7082,27587,26,106,8
건국전쟁2 ,2025-09-10,2025-09-13,5495,14807,347,447,9
첫사랑 엔딩,2025-08-27,2025-09-13,4771,126053,175,228,10
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-14,120133,4465950,1241,3943,1
얼굴,2025-09-11,2025-09-14,108274,317230,957,3214,2
F1 더 무비,2025-06-25,2025-09-14,26381,5039005,649,1136,3
살인자 리포트,2025-09-05,2025-09-14,23411,297583,802,1718,4
컨저링: 마지막 의식,2025-09-03,2025-09-14,22977,365775,702,1379,5
좀비딸,2025-07-30,2025-09-14,18241,5575293,564,813,6
홈캠,2025-09-10,2025-09-14,13801,62076,280,760,7
건국전쟁2 ,2025-09-10,2025-09-14,6042,20849,336,419,8
모노노케 히메,2003-04-25,2025-09-14,5769,33356,26,105,9
첫사랑 엔딩,2025-08-27,2025-09-14,5049,131102,165,220,10
얼굴,2025-09-11,2025-09-15,39495,356725,878,2935,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-15,33239,4499189,1065,3109,2
살인자 리포트,2025-09-05,2025-09-15,8974,306557,669,1429,3
F1 더 무비,2025-06-25,2025-09-15,8616,5047621,602,1052,4
컨저링: 마지막 의식,2025-09-03,2025-09-15,7298,373073,579,1059,5
좀비딸,2025-07-30,2025-09-15,4875,5580168,459,653,6
홈캠,2025-09-10,2025-09-15,4174,66250,235,611,7
건국전쟁2 ,2025-09-10,2025-09-15,2902,23751,319,425,8
모노노케 히메,2003-04-25,2025-09-15,2246,35602,25,98,9
연의 편지,2025-10-01,2025-09-15,1452,2831,6,10,10
얼굴,2025-09-11,2025-09-16,37127,393852,976,3119,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-16,28190,4527379,1053,3018,2
F1 더 무비,2025-06-25,2025-09-16,7684,5055305,592,1015,3
살인자 리포트,2025-09-05,2025-09-16,6828,313385,654,1346,4
컨저링: 마지막 의식,2025-09-03,2025-09-16,6474,379547,559,980,5
홈캠,2025-09-10,2025-09-16,5393,71643,238,602,6
좀비딸,2025-07-30,2025-09-16,4550,5584718,477,641,7
모노노케 히메,2003-04-25,2025-09-16,2867,38469,25,97,8
건국전쟁2 ,2025-09-10,2025-09-16,2655,26406,314,421,9
악마가 이사왔다,2025-08-13,2025-09-16,1163,436088,44,51,10
얼굴,2025-09-11,2025-09-17,39692,433544,985,2839,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-17,35750,4563129,961,2784,2
모노노케 히메,2003-04-25,2025-09-17,30145,68614,557,1084,3
귀시,2025-09-17,2025-09-17,9968,11179,618,1430,4
F1 더 무비,2025-06-25,2025-09-17,7734,5063039,521,866,5
살인자 리포트,2025-09-05,2025-09-17,6569,319954,583,1058,6
바로 지금 여기,2025-09-17,2025-09-17,6081,7370,84,91,7
좀비딸,2025-07-30,2025-09-17,5020,5589738,339,415,8
컨저링: 마지막 의식,2025-09-03,2025-09-17,4652,384199,436,602,9
너의 이름은.,2017-01-04,2025-09-17,4284,3935536,49,55,10
얼굴,2025-09-11,2025-09-18,34348,467892,989,2896,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-18,25168,4588297,937,2654,2
모노노케 히메,2003-04-25,2025-09-18,10997,79611,529,1013,3
귀시,2025-09-17,2025-09-18,8178,19357,607,1357,4
F1 더 무비,2025-06-25,2025-09-18,7080,5070119,516,849,5
살인자 리포트,2025-09-05,2025-09-18,6639,326593,594,1074,6
프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,2025-09-18,4789,5068,19,82,7
좀비딸,2025-07-30,2025-09-18,4217,5593955,350,424,8
컨저링: 마지막 의식,2025-09-03,2025-09-18,4173,388372,410,573,9
너의 이름은.,2017-01-04,2025-09-18,3701,3939237,35,38,10
얼굴,2025-09-11,2025-09-19,51140,519032,1048,3218,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-19,39840,4628137,971,2829,2
명탐정 코난: 17년 전의 진상,2025-09-19,2025-09-19,16193,16193,245,752,3
모노노케 히메,2003-04-25,2025-09-19,10809,90420,541,962,4
F1 더 무비,2025-06-25,2025-09-19,10012,5080131,505,836,5
귀시,2025-09-17,2025-09-19,9376,28733,621,1250,6
프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,2025-09-19,8309,13377,176,410,7
살인자 리포트,2025-09-05,2025-09-19,8202,334795,571,1010,8
컨저링: 마지막 의식,2025-09-03,2025-09-19,6318,394690,420,592,9
너의 이름은.,2017-01-04,2025-09-19,4689,3943926,34,39,10
얼굴,2025-09-11,2025-09-20,113135,632167,1114,4024,1
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-09-20,94619,4722756,1095,3289,2
모노노케 히메,2003-04-25,2025-09-20,21595,112015,589,1002,3
명탐정 코난: 17년 전의 진상,2025-09-19,2025-09-20,17251,33444,266,664,4
F1 더 무비,2025-06-25,2025-09-20,16795,5096926,540,875,5
귀시,2025-09-17,2025-09-20,14469,43202,599,1102,6
프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,2025-09-20,10658,24035,169,390,7
컨저링: 마지막 의식,2025-09-03,2025-09-20,9693,404383,457,634,8
살인자 리포트,2025-09-05,2025-09-20,9594,344389,557,915,9
